UserID    Attendance date     
103004002 2021-02-26 08:04:20 
103004002 2021-02-26 08:06:26 
103004002 2021-02-26 08:07:08 
103004002 2021-02-26 16:57:46 
103001538 2021-02-26 09:15:16 
103025057 2021-02-26 08:03:33 
103025057 2021-02-26 17:01:56 
103027879 2021-02-26 08:10:29 
103027879 2021-02-26 14:07:25 
103016558 2021-02-26 10:24:32 
103016558 2021-02-26 16:58:48 
103010580 2021-02-26 08:58:27 
103010580 2021-02-26 16:47:19 
103016458 2021-02-26 08:32:20 
103016458 2021-02-26 16:44:04 
103016459 2021-02-26 08:52:36 
103016459 2021-02-26 16:53:06 
103016460 2021-02-26 07:40:13 
103016460 2021-02-26 16:58:36 
103018233 2021-02-26 08:07:37 
103018233 2021-02-26 16:46:39 
103028810 2021-02-26 08:16:06 
103028810 2021-02-26 17:05:49 
103009562 2021-02-26 08:18:44 
103009562 2021-02-26 15:44:01 
103029232 2021-02-26 07:51:15 
103029232 2021-02-26 17:02:26 
103030195 2021-02-26 07:56:44 
103030195 2021-02-26 17:04:02 
103014560 2021-02-26 07:58:37 
103014560 2021-02-26 16:59:54 
103024159 2021-02-26 08:21:09 
103024159 2021-02-26 19:11:22 
103000288 2021-02-26 06:53:38 
103000288 2021-02-26 19:03:46 
103000292 2021-02-26 06:54:30 
103000292 2021-02-26 19:00:38 
103000303 2021-02-26 06:46:40 
103000303 2021-02-26 16:55:13 
103000335 2021-02-26 06:45:01 
103000335 2021-02-26 18:46:03 
103000415 2021-02-26 19:11:26 
103000446 2021-02-26 06:47:45 
103000446 2021-02-26 16:59:52 
103000927 2021-02-26 07:52:03 
103000927 2021-02-26 17:07:05 
103000927 2021-02-26 17:14:10 
103002788 2021-02-26 08:14:49 
103002788 2021-02-26 17:03:08 
103003873 2021-02-26 07:45:38 
103003892 2021-02-26 08:10:45 
103003892 2021-02-26 15:44:16 
103003894 2021-02-26 08:19:12 
103003899 2021-02-26 08:06:10 
103003899 2021-02-26 17:44:39 
103003911 2021-02-26 08:30:03 
103003911 2021-02-26 17:03:55 
103004106 2021-02-26 08:53:55 
103004106 2021-02-26 17:03:02 
103004127 2021-02-26 06:55:29 
103004127 2021-02-26 15:53:18 
103006401 2021-02-26 06:56:33 
103006401 2021-02-26 18:58:32 
103006456 2021-02-26 16:43:19 
103007512 2021-02-26 07:46:06 
103007512 2021-02-26 17:24:21 
103007987 2021-02-26 18:35:44 
103008261 2021-02-26 06:59:33 
103008261 2021-02-26 17:58:41 
103008436 2021-02-26 06:57:07 
103008445 2021-02-26 08:03:28 
103008445 2021-02-26 17:33:13 
103011877 2021-02-26 07:55:43 
103011877 2021-02-26 16:58:49 
103015103 2021-02-26 06:56:18 
103015103 2021-02-26 18:53:17 
103015123 2021-02-26 06:54:50 
103015558 2021-02-26 09:30:13 
103016633 2021-02-26 07:58:23 
103016633 2021-02-26 16:59:59 
103017366 2021-02-26 09:56:42 
103017366 2021-02-26 17:03:50 
103017444 2021-02-26 06:47:28 
103017444 2021-02-26 17:00:04 
103018470 2021-02-26 07:45:59 
103018470 2021-02-26 16:50:58 
103019725 2021-02-26 06:54:55 
103019725 2021-02-26 18:52:37 
103019974 2021-02-26 07:55:56 
103019974 2021-02-26 17:00:17 
103019992 2021-02-26 09:56:49 
103019992 2021-02-26 18:57:24 
103020824 2021-02-26 07:45:33 
103020824 2021-02-26 15:52:21 
103021188 2021-02-26 06:38:35 
103021188 2021-02-26 19:21:39 
103021189 2021-02-26 18:58:52 
103023670 2021-02-26 07:53:52 
103025587 2021-02-26 07:57:30 
103025587 2021-02-26 17:03:18 
103025612 2021-02-26 08:01:55 
103025612 2021-02-26 16:45:03 
103025677 2021-02-26 07:54:49 
103025677 2021-02-26 16:58:59 
103025975 2021-02-26 08:01:40 
103025975 2021-02-26 17:00:06 
103026234 2021-02-26 06:22:10 
103026234 2021-02-26 19:21:30 
103026277 2021-02-26 06:55:16 
103026457 2021-02-26 06:55:50 
103026667 2021-02-26 09:55:40 
103026667 2021-02-26 18:54:08 
103027201 2021-02-26 17:15:50 
103027238 2021-02-26 07:55:37 
103027238 2021-02-26 16:59:38 
103027880 2021-02-26 08:19:19 
103027880 2021-02-26 16:34:28 
103028020 2021-02-26 06:59:39 
103028020 2021-02-26 18:40:14 
103028073 2021-02-26 09:10:50 
