UserID    Attendance date     
103031870 2021-08-14 16:34:41 
103031870 2021-08-14 18:06:33 
103031870 2021-08-16 08:00:26 
103031870 2021-08-16 20:03:50 
103031870 2021-08-17 07:55:25 
103031870 2021-08-17 20:01:03 
103031870 2021-08-18 07:59:25 
103031870 2021-08-18 17:01:48 
103031870 2021-08-19 07:55:37 
103031870 2021-08-19 17:01:19 
103031870 2021-08-21 07:52:16 
103031870 2021-08-21 19:00:45 
103031870 2021-08-22 08:02:43 
103031870 2021-08-22 20:01:01 
103031870 2021-08-23 07:55:20 
103031870 2021-08-23 22:00:25 
103031870 2021-08-24 07:52:09 
103031870 2021-08-24 19:02:44 
103031870 2021-08-25 07:51:13 
103031870 2021-08-25 16:27:14 
103031870 2021-08-25 16:27:44 
103031870 2021-08-25 19:00:48 
103031870 2021-08-26 07:54:41 
103031870 2021-08-26 19:01:24 
103031870 2021-08-27 07:52:01 
103031870 2021-08-27 17:19:12 
103031870 2021-08-28 07:41:21 
103031870 2021-08-28 20:01:54 
103031870 2021-08-29 07:41:36 
103031871 2021-08-14 16:33:54 
103031871 2021-08-14 18:06:11 
103031871 2021-08-16 07:54:01 
103031871 2021-08-16 19:58:52 
103031871 2021-08-17 07:45:12 
103031871 2021-08-17 17:00:49 
103031871 2021-08-18 07:41:18 
103031871 2021-08-18 17:00:35 
103031871 2021-08-19 07:42:19 
103031871 2021-08-19 17:02:43 
103031871 2021-08-21 07:49:46 
103031871 2021-08-21 17:00:19 
103031871 2021-08-22 07:55:05 
103031871 2021-08-22 20:00:41 
103031871 2021-08-23 07:55:01 
103031871 2021-08-23 19:58:42 
103031871 2021-08-24 07:47:38 
103031871 2021-08-24 19:01:51 
103031871 2021-08-25 07:36:52 
103031871 2021-08-25 16:27:24 
103031871 2021-08-25 16:27:55 
103031871 2021-08-25 18:59:53 
103031871 2021-08-26 07:53:38 
103031871 2021-08-26 18:59:13 
103031871 2021-08-27 07:37:52 
103031871 2021-08-27 17:15:21 
103031871 2021-08-28 07:42:02 
103031871 2021-08-28 19:59:48 
103031871 2021-08-29 07:54:57 
103031872 2021-08-14 16:27:58 
103031872 2021-08-14 20:13:18 
103031872 2021-08-14 20:14:09 
103031872 2021-08-16 08:02:57 
103031872 2021-08-16 19:59:43 
103031872 2021-08-17 07:59:01 
103031872 2021-08-17 19:59:50 
103031872 2021-08-18 08:00:34 
103031872 2021-08-18 21:58:30 
103031872 2021-08-19 08:01:37 
103031872 2021-08-19 17:01:59 
103031872 2021-08-21 07:58:46 
103031872 2021-08-21 19:00:01 
103031872 2021-08-22 08:05:37 
103031872 2021-08-22 19:59:43 
103031872 2021-08-23 08:01:05 
103031872 2021-08-23 19:59:27 
103031872 2021-08-24 07:58:31 
103031872 2021-08-24 19:01:39 
103031872 2021-08-25 07:59:30 
103031872 2021-08-25 16:25:57 
103031872 2021-08-25 16:26:14 
103031872 2021-08-25 19:00:03 
103031872 2021-08-26 08:03:24 
103031872 2021-08-26 19:00:34 
103031872 2021-08-27 08:00:37 
103031872 2021-08-27 17:16:32 
103031872 2021-08-28 08:00:41 
103031872 2021-08-28 20:00:23 
103031872 2021-08-29 07:59:08 
