UserID    Attendance date     
107000197 2021-03-01 08:09:33 
107000197 2021-03-02 08:16:35 
107000197 2021-03-03 08:10:18 
107000197 2021-03-06 07:52:28 
107000197 2021-03-07 07:42:17 
107000197 2021-03-07 07:56:30 
107000197 2021-03-08 08:15:59 
107000197 2021-03-08 12:18:22 
107000197 2021-03-09 08:16:06 
107000197 2021-03-10 08:20:26 
107000197 2021-03-10 18:54:31 
107000197 2021-03-11 08:11:18 
107000197 2021-03-13 08:15:24 
107000197 2021-03-15 08:19:20 
107000197 2021-03-15 12:42:04 
107000197 2021-03-15 15:25:19 
107000197 2021-03-16 08:12:51 
107000197 2021-03-18 08:05:07 
107000197 2021-03-18 09:15:50 
107000197 2021-03-20 08:13:33 
103025486 2021-03-01 13:32:22 
103025486 2021-03-01 16:44:49 
103025486 2021-03-02 18:23:37 
103025486 2021-03-04 08:27:28 
103025486 2021-03-11 15:29:40 
103025486 2021-03-13 10:01:28 
103025486 2021-03-13 10:36:44 
103025486 2021-03-15 11:45:11 
103025486 2021-03-15 14:03:17 
103025486 2021-03-16 17:38:27 
103025488 2021-03-06 12:45:53 
103025489 2021-03-01 19:35:58 
103025489 2021-03-02 10:21:01 
103025489 2021-03-02 19:37:59 
103025489 2021-03-03 14:39:08 
103025489 2021-03-04 08:19:51 
103025489 2021-03-04 16:00:29 
103025489 2021-03-07 11:35:03 
103025489 2021-03-08 12:36:07 
103025489 2021-03-11 17:56:39 
103025489 2021-03-14 17:46:09 
103025489 2021-03-14 19:38:25 
103025489 2021-03-15 16:34:06 
103025489 2021-03-18 15:34:30 
104000008 2021-03-01 13:51:19 
104000008 2021-03-02 17:48:27 
104000008 2021-03-08 18:07:08 
104000096 2021-03-01 10:15:32 
104000096 2021-03-01 15:04:04 
104000096 2021-03-01 17:36:14 
104000096 2021-03-01 20:50:24 
104000096 2021-03-02 10:25:51 
104000096 2021-03-02 17:30:17 
104000096 2021-03-02 19:42:44 
104000096 2021-03-03 12:09:18 
104000096 2021-03-03 22:02:39 
104000096 2021-03-04 14:00:48 
104000096 2021-03-04 18:20:12 
104000096 2021-03-06 11:22:28 
104000096 2021-03-06 17:46:12 
104000096 2021-03-07 11:51:43 
104000096 2021-03-07 13:20:18 
104000096 2021-03-07 20:34:59 
104000096 2021-03-08 10:31:24 
104000096 2021-03-08 18:39:00 
104000096 2021-03-10 10:33:54 
104000096 2021-03-10 18:45:58 
104000096 2021-03-11 10:08:04 
104000096 2021-03-11 20:31:04 
104000096 2021-03-13 09:13:57 
104000096 2021-03-13 22:23:32 
104000096 2021-03-14 10:01:11 
104000096 2021-03-14 15:55:16 
104000096 2021-03-14 16:42:56 
104000096 2021-03-14 20:03:50 
104000096 2021-03-15 10:15:25 
104000096 2021-03-15 20:51:47 
104000096 2021-03-16 10:16:58 
104000096 2021-03-16 20:59:36 
104000096 2021-03-18 10:04:20 
104000096 2021-03-18 20:16:29 
104000096 2021-03-20 10:03:28 
104000237 2021-03-02 11:11:00 
104000237 2021-03-02 13:27:28 
104000237 2021-03-04 14:28:59 
104000237 2021-03-07 10:42:31 
104000237 2021-03-14 15:29:56 
104000237 2021-03-14 15:32:54 
104000237 2021-03-15 11:18:22 
104000239 2021-03-01 11:49:25 
104000272 2021-03-08 12:45:59 
104000272 2021-03-08 15:53:04 
104000277 2021-03-13 11:07:54 
104000277 2021-03-14 15:41:58 
10042     2021-03-01 15:17:44 
10042     2021-03-04 12:43:34 
10042     2021-03-04 12:45:23 
103025487 2021-03-01 08:58:07 
103025487 2021-03-01 11:32:45 
103025487 2021-03-01 12:05:33 
103025487 2021-03-01 16:29:01 
103025487 2021-03-01 17:11:06 
103025487 2021-03-01 17:48:44 
103025487 2021-03-01 20:20:21 
103025487 2021-03-02 09:03:28 
103025487 2021-03-02 09:36:25 
103025487 2021-03-02 09:50:05 
103025487 2021-03-02 11:27:17 
103025487 2021-03-02 13:05:11 
103025487 2021-03-02 15:49:16 
103025487 2021-03-02 19:42:48 
103025487 2021-03-03 09:20:59 
103025487 2021-03-03 10:34:37 
103025487 2021-03-03 10:45:54 
103025487 2021-03-03 11:09:49 
103025487 2021-03-03 12:53:59 
103025487 2021-03-03 13:28:25 
103025487 2021-03-03 14:16:53 
103025487 2021-03-03 17:02:08 
103025487 2021-03-03 22:03:06 
103025487 2021-03-04 10:02:11 
103025487 2021-03-04 11:05:34 
103025487 2021-03-04 13:06:48 
103025487 2021-03-04 13:11:44 
103025487 2021-03-04 16:55:34 
103025487 2021-03-04 18:35:25 
103025487 2021-03-06 09:02:15 
103025487 2021-03-06 10:01:08 
103025487 2021-03-06 14:20:17 
103025487 2021-03-06 14:31:16 
103025487 2021-03-06 16:09:53 
103025487 2021-03-06 16:15:28 
103025487 2021-03-06 17:18:30 
103025487 2021-03-07 09:08:50 
103025487 2021-03-07 11:12:22 
103025487 2021-03-07 12:18:29 
103025487 2021-03-07 12:34:16 
103025487 2021-03-07 14:21:51 
103025487 2021-03-07 15:37:10 
103025487 2021-03-07 17:32:35 
103025487 2021-03-07 18:01:43 
103025487 2021-03-07 18:16:53 
103025487 2021-03-07 20:58:15 
103025487 2021-03-08 09:02:16 
103025487 2021-03-08 13:43:37 
103025487 2021-03-08 16:05:34 
103025487 2021-03-08 16:42:37 
103025487 2021-03-09 09:10:26 
103025487 2021-03-09 12:57:24 
103025487 2021-03-09 13:13:30 
103025487 2021-03-09 15:56:06 
103025487 2021-03-09 16:40:52 
103025487 2021-03-09 18:57:56 
103025487 2021-03-10 09:48:22 
103025487 2021-03-10 10:31:54 
103025487 2021-03-10 12:14:16 
103025487 2021-03-10 15:56:04 
103025487 2021-03-10 16:14:29 
103025487 2021-03-10 18:55:20 
103025487 2021-03-10 19:48:13 
103025487 2021-03-11 08:39:23 
103025487 2021-03-11 11:11:44 
103025487 2021-03-11 12:07:08 
103025487 2021-03-11 12:58:09 
103025487 2021-03-11 17:44:17 
103025487 2021-03-11 19:26:55 
103025487 2021-03-11 19:30:05 
103025487 2021-03-11 19:31:18 
103025487 2021-03-13 08:54:38 
103025487 2021-03-13 10:49:50 
103025487 2021-03-13 12:34:19 
103025487 2021-03-13 15:50:31 
103025487 2021-03-13 17:35:36 
103025487 2021-03-13 18:00:22 
103025487 2021-03-13 18:26:05 
103025487 2021-03-14 08:50:58 
103025487 2021-03-14 09:10:19 
103025487 2021-03-14 13:14:50 
103025487 2021-03-14 16:55:44 
103025487 2021-03-14 18:58:54 
103025487 2021-03-14 20:03:59 
103025487 2021-03-15 09:02:24 
103025487 2021-03-15 11:40:10 
103025487 2021-03-15 15:15:32 
103025487 2021-03-15 15:57:57 
103025487 2021-03-15 17:15:06 
103025487 2021-03-15 19:52:32 
103025487 2021-03-16 08:45:51 
103025487 2021-03-16 09:52:15 
103025487 2021-03-16 10:08:23 
103025487 2021-03-16 10:58:44 
103025487 2021-03-20 10:33:24 
103025487 2021-03-20 10:50:05 
104000052 2021-03-01 12:25:20 
104000052 2021-03-01 14:35:16 
104000052 2021-03-01 15:56:35 
104000052 2021-03-01 17:18:58 
104000052 2021-03-01 18:23:16 
104000052 2021-03-01 20:11:49 
104000052 2021-03-02 09:23:19 
104000052 2021-03-02 13:00:23 
104000052 2021-03-02 13:57:38 
104000052 2021-03-02 16:45:25 
104000052 2021-03-02 18:18:44 
104000052 2021-03-03 09:36:20 
104000052 2021-03-03 12:51:07 
104000052 2021-03-03 15:26:32 
104000052 2021-03-03 16:34:30 
104000052 2021-03-03 17:39:07 
104000052 2021-03-03 18:21:00 
104000052 2021-03-03 18:24:37 
104000052 2021-03-04 09:38:15 
104000052 2021-03-04 13:20:56 
104000052 2021-03-04 16:22:40 
104000052 2021-03-06 09:26:55 
104000052 2021-03-06 10:27:04 
104000052 2021-03-06 17:42:46 
104000052 2021-03-06 18:11:36 
104000052 2021-03-07 09:19:05 
104000052 2021-03-07 11:21:05 
104000052 2021-03-07 13:16:07 
104000052 2021-03-07 13:50:20 
104000052 2021-03-07 14:13:31 
104000052 2021-03-07 15:13:14 
104000052 2021-03-07 17:47:53 
104000052 2021-03-07 18:30:12 
104000052 2021-03-08 11:12:40 
104000052 2021-03-08 18:26:17 
104000052 2021-03-08 18:27:55 
104000052 2021-03-08 18:30:31 
104000052 2021-03-09 09:10:36 
104000052 2021-03-09 09:30:29 
104000052 2021-03-09 13:34:35 
104000052 2021-03-09 16:33:50 
104000052 2021-03-09 18:28:27 
104000052 2021-03-10 16:57:21 
104000052 2021-03-10 18:24:48 
104000052 2021-03-11 09:22:10 
104000052 2021-03-11 10:02:35 
104000052 2021-03-11 14:25:16 
104000052 2021-03-11 16:24:19 
104000052 2021-03-11 16:45:47 
104000052 2021-03-11 17:17:46 
104000052 2021-03-11 17:41:18 
104000052 2021-03-11 18:26:49 
104000052 2021-03-13 09:11:46 
104000052 2021-03-13 13:00:56 
104000052 2021-03-13 14:17:16 
104000052 2021-03-13 17:43:57 
104000052 2021-03-13 17:59:45 
104000052 2021-03-14 11:39:55 
104000052 2021-03-14 14:18:00 
104000052 2021-03-14 14:25:41 
104000052 2021-03-14 14:52:36 
104000052 2021-03-14 15:49:52 
104000052 2021-03-14 18:21:30 
104000052 2021-03-15 09:27:09 
104000052 2021-03-15 10:46:50 
104000052 2021-03-15 11:55:35 
104000052 2021-03-15 12:18:45 
104000052 2021-03-15 13:31:47 
104000052 2021-03-15 14:24:43 
104000052 2021-03-15 16:07:27 
104000052 2021-03-16 09:56:57 
104000052 2021-03-16 10:59:22 
104000052 2021-03-16 15:12:23 
104000052 2021-03-16 16:20:23 
104000052 2021-03-16 17:37:57 
104000052 2021-03-18 09:15:28 
104000052 2021-03-18 09:26:30 
104000052 2021-03-18 14:19:37 
104000052 2021-03-20 09:14:07 
104000089 2021-03-01 09:33:59 
104000089 2021-03-03 09:26:10 
104000089 2021-03-04 09:37:05 
104000089 2021-03-06 09:36:50 
104000089 2021-03-07 09:45:47 
104000089 2021-03-08 09:25:52 
104000089 2021-03-09 09:40:13 
104000089 2021-03-10 11:34:38 
104000089 2021-03-11 09:44:19 
104000089 2021-03-13 09:02:53 
104000089 2021-03-15 10:55:13 
104000089 2021-03-16 09:59:48 
104000089 2021-03-18 09:15:56 
104000089 2021-03-20 08:59:06 
104000106 2021-03-01 09:15:36 
104000106 2021-03-02 09:13:43 
104000106 2021-03-02 18:27:08 
104000106 2021-03-03 09:10:19 
104000106 2021-03-03 22:02:44 
104000106 2021-03-04 09:14:57 
104000106 2021-03-04 14:18:04 
104000106 2021-03-04 14:28:18 
104000106 2021-03-06 09:26:59 
104000106 2021-03-06 16:41:41 
104000106 2021-03-07 09:13:16 
104000106 2021-03-07 11:55:21 
104000106 2021-03-07 21:01:56 
104000106 2021-03-08 12:33:57 
104000106 2021-03-09 09:08:28 
104000106 2021-03-09 18:53:47 
104000106 2021-03-09 18:54:49 
104000106 2021-03-10 09:16:33 
104000106 2021-03-10 18:23:00 
104000106 2021-03-11 12:07:20 
104000106 2021-03-11 18:32:00 
104000106 2021-03-14 09:15:00 
104000106 2021-03-14 18:31:36 
104000106 2021-03-15 09:23:46 
104000106 2021-03-15 18:28:22 
104000106 2021-03-16 09:05:19 
104000106 2021-03-16 18:28:43 
104000106 2021-03-18 09:14:11 
104000106 2021-03-18 18:45:12 
104000106 2021-03-20 09:20:35 
104000115 2021-03-01 09:30:38 
104000115 2021-03-01 17:02:54 
104000115 2021-03-02 09:47:38 
104000115 2021-03-02 17:27:39 
104000115 2021-03-03 11:01:49 
104000115 2021-03-03 17:10:47 
104000115 2021-03-04 09:33:45 
104000115 2021-03-04 13:29:58 
104000115 2021-03-06 09:36:42 
104000115 2021-03-06 10:19:21 
104000115 2021-03-06 14:55:14 
104000115 2021-03-07 09:42:09 
104000115 2021-03-07 17:02:27 
