UserID    Attendance date     
103031874 2021-08-05 15:45:49 
103031874 2021-08-05 16:47:21 
103031874 2021-08-07 16:46:45 
103031874 2021-08-08 07:40:36 
103031874 2021-08-08 19:46:30 
103031874 2021-08-09 07:35:02 
103031874 2021-08-09 16:46:51 
103031874 2021-08-10 07:40:47 
103031874 2021-08-10 16:54:32 
103031874 2021-08-11 07:46:04 
103031874 2021-08-11 07:46:36 
103031874 2021-08-12 07:40:24 
103031874 2021-08-12 19:50:49 
103031874 2021-08-13 07:49:50 
103031874 2021-08-13 17:03:22 
103031874 2021-08-14 07:41:24 
103031874 2021-08-14 19:47:08 
103031874 2021-08-16 07:36:06 
103031874 2021-08-16 19:48:15 
103031874 2021-08-17 07:39:03 
103031874 2021-08-18 07:40:07 
103031874 2021-08-18 19:46:48 
103031874 2021-08-19 07:41:43 
103031874 2021-08-19 07:41:44 
103031874 2021-08-19 19:47:57 
103031874 2021-08-19 19:49:10 
103031874 2021-08-21 07:43:02 
103031874 2021-08-21 07:43:08 
103031874 2021-08-22 07:38:53 
103031874 2021-08-22 21:48:47 
103031874 2021-08-22 21:49:02 
103031874 2021-08-23 07:39:12 
103031874 2021-08-23 21:47:15 
103031874 2021-08-24 07:39:49 
103031874 2021-08-24 21:48:09 
103031874 2021-08-24 21:48:12 
103031874 2021-08-25 07:40:05 
103031874 2021-08-25 21:46:38 
103031874 2021-08-26 07:44:03 
103031874 2021-08-26 21:45:33 
103031874 2021-08-27 07:45:08 
103031874 2021-08-27 17:03:59 
103031874 2021-08-28 07:45:00 
103031874 2021-08-28 21:47:17 
103031874 2021-08-29 07:44:19    
103031875 2021-08-05 15:44:51 
103031875 2021-08-05 16:47:15 
103031875 2021-08-07 07:47:34 
103031875 2021-08-07 16:46:31 
103031875 2021-08-08 07:50:36 
103031875 2021-08-08 19:46:24 
103031875 2021-08-09 07:34:47 
103031875 2021-08-09 16:46:20 
103031875 2021-08-10 07:39:58 
103031875 2021-08-10 16:53:39 
103031875 2021-08-11 07:45:53 
103031875 2021-08-11 16:46:40 
103031875 2021-08-12 07:39:56 
103031875 2021-08-12 19:49:30 
103031875 2021-08-13 07:48:32 
103031875 2021-08-13 17:03:26 
103031875 2021-08-14 07:40:46 
103031875 2021-08-14 16:06:04 
103031875 2021-08-18 07:39:31 
103031875 2021-08-18 19:46:33 
103031875 2021-08-19 07:41:10 
103031875 2021-08-19 19:45:53 
103031875 2021-08-21 07:42:32 
103031875 2021-08-21 21:45:38 
103031875 2021-08-22 07:38:37 
103031875 2021-08-22 21:48:16 
103031875 2021-08-23 07:39:06 
103031875 2021-08-23 21:46:24 
103031875 2021-08-24 07:39:23 
103031875 2021-08-24 21:46:44 
103031875 2021-08-25 07:43:29 
103031875 2021-08-25 16:57:12 
103031875 2021-08-26 07:43:17 
103031875 2021-08-26 21:45:20 
103031875 2021-08-27 07:44:15 
103031875 2021-08-27 17:03:51 
103031875 2021-08-28 07:43:43 
103031875 2021-08-28 21:46:17 
103031875 2021-08-29 07:43:44 
