000000000,  03,   18022021,   0709
000000000,  03,   18022021,   0712
000000000,  03,   18022021,   0713
000000000,  03,   18022021,   0716
000000000,  03,   18022021,   0716
000000000,  03,   18022021,   0718
000000000,  03,   18022021,   0718
000000000,  03,   18022021,   0718
000000000,  03,   18022021,   0718
000000000,  03,   18022021,   0719
000000000,  03,   18022021,   0720
000000000,  03,   18022021,   0721
000000000,  03,   18022021,   0722
000000000,  03,   18022021,   0732
000000000,  03,   18022021,   0732
000000000,  03,   18022021,   0739
101002738,  04,   18022021,   0741
101002738,  03,   18022021,   0742
000000000,  02,   18022021,   0744
101002738,  05,   18022021,   0745
106000013,  03,   18022021,   0745
103025489,  03,   18022021,   0746
000000000,  03,   18022021,   0752
000000000,  03,   18022021,   0754
103025488,  03,   18022021,   0800
103024303,  03,   18022021,   0823
103024303,  01,   18022021,   0827
107000157,  02,   18022021,   0827
101001320,  01,   18022021,   0832
106000013,  04,   18022021,   0832
106000013,  01,   18022021,   0835
104000088,  03,   18022021,   0837
110001868,  03,   18022021,   0844
110001868,  05,   18022021,   0845
000000000,  03,   18022021,   0849
000000000,  03,   18022021,   0851
000000000,  03,   18022021,   0852
104000338,  03,   18022021,   0853
104000285,  01,   18022021,   0853
110004004,  01,   18022021,   0853
104000041,  01,   18022021,   0853
104000043,  01,   18022021,   0853
104000040,  01,   18022021,   0853
104000338,  05,   18022021,   0853
000000000,  03,   18022021,   0855
000000000,  03,   18022021,   0855
000000000,  03,   18022021,   0856
000000000,  03,   18022021,   0856
000000000,  03,   18022021,   0856
104000099,  03,   18022021,   0857
104000098,  03,   18022021,   0857
104000111,  01,   18022021,   0857
000000000,  03,   18022021,   0857
104000358,  01,   18022021,   0857
000000000,  03,   18022021,   0857
000000000,  03,   18022021,   0857
104000222,  01,   18022021,   0858
104000349,  01,   18022021,   0902
104000349,  01,   18022021,   0902
104000272,  03,   18022021,   0909
104000009,  03,   18022021,   0909
104000277,  03,   18022021,   0909
104000011,  03,   18022021,   0909
104000005,  03,   18022021,   0909
104000005,  05,   18022021,   0910
000000000,  03,   18022021,   0912
000000000,  03,   18022021,   0912
000000000,  03,   18022021,   0912
000000000,  03,   18022021,   0912
000000000,  03,   18022021,   0913
104000274,  03,   18022021,   0915
110001870,  01,   18022021,   0915
110001870,  01,   18022021,   0915
000000000,  03,   18022021,   0917
104000343,  01,   18022021,   0917
000000000,  03,   18022021,   0918
000000000,  03,   18022021,   0918
000000000,  03,   18022021,   0918
106000013,  04,   18022021,   0920
106000013,  01,   18022021,   0920
000000000,  03,   18022021,   0920
000000000,  03,   18022021,   0921
104000270,  03,   18022021,   0922
104000046,  01,   18022021,   0922
104000334,  01,   18022021,   0922
104000048,  01,   18022021,   0922
104000047,  01,   18022021,   0923
104000112,  01,   18022021,   0923
104000046,  01,   18022021,   0923
000000000,  03,   18022021,   0923
104000046,  01,   18022021,   0926
104000360,  01,   18022021,   0926
104000273,  03,   18022021,   0927
000000000,  03,   18022021,   0927
000000000,  03,   18022021,   0928
000000000,  03,   18022021,   0928
000000000,  03,   18022021,   0928
101001321,  01,   18022021,   0929
104000008,  03,   18022021,   0936
104000244,  03,   18022021,   0936
104000239,  03,   18022021,   0936
104000043,  01,   18022021,   0938
103025488,  01,   18022021,   0940
101002737,  02,   18022021,   0945
000001801,  01,   18022021,   0946
106000128,  02,   18022021,   0946
104000046,  01,   18022021,   0947
104000285,  01,   18022021,   0949
000000000,  01,   18022021,   0950
000000000,  01,   18022021,   0950
110003994,  01,   18022021,   0950
106000128,  02,   18022021,   0951
103024303,  04,   18022021,   0952
