UserID    Attendance date     
10011     2021-03-26 10:41:21 
10011     2021-03-26 10:58:49 
10011     2021-03-26 12:29:33 
10011     2021-03-26 16:30:44 
10011     2021-03-26 16:32:08 
10011     2021-03-26 16:37:02 
20017     2021-03-22 08:14:08 
20017     2021-03-22 11:21:08 
20017     2021-03-22 18:00:33 
20017     2021-03-23 08:14:34 
20017     2021-03-23 10:58:48 
20017     2021-03-23 16:56:39 
20017     2021-03-23 17:48:29 
20017     2021-03-24 08:12:46 
20017     2021-03-24 13:00:07 
20017     2021-03-24 15:53:58 
20017     2021-03-24 20:42:49 
20017     2021-03-25 08:09:09 
20017     2021-03-25 16:51:28 
20017     2021-03-25 20:45:07 
20017     2021-03-28 08:08:23 
20034     2021-03-22 19:53:22 
20034     2021-03-23 10:28:56 
20034     2021-03-23 12:02:27 
20034     2021-03-23 19:55:05 
20034     2021-03-24 10:10:38 
20034     2021-03-24 14:08:55 
20034     2021-03-24 16:33:40 
20034     2021-03-25 10:23:24 
20034     2021-03-25 20:38:00 
20034     2021-03-28 09:08:02 
30026     2021-03-22 10:04:36 
30026     2021-03-22 11:52:18 
30026     2021-03-22 13:32:33 
30026     2021-03-22 17:06:38 
30026     2021-03-23 10:14:03 
30026     2021-03-23 13:46:37 
30026     2021-03-24 09:56:57 
30026     2021-03-24 12:08:46 
30026     2021-03-24 14:15:39 
30026     2021-03-25 10:44:47 
30026     2021-03-28 09:53:09 
30046     2021-03-22 10:44:25 
30046     2021-03-25 10:11:30 
30091     2021-03-22 09:39:00 
50007     2021-03-22 10:38:34 
50007     2021-03-22 11:11:40 
50007     2021-03-22 17:36:03 
50007     2021-03-23 10:37:07 
50007     2021-03-23 11:43:17 
50007     2021-03-23 14:42:23 
50007     2021-03-23 16:11:24 
50007     2021-03-23 16:35:41 
50007     2021-03-24 10:44:16 
50007     2021-03-24 11:14:01 
50007     2021-03-24 12:07:10 
50007     2021-03-25 12:05:20 
50007     2021-03-28 11:17:59 
50007     2021-03-28 12:14:13 
50010     2021-03-22 16:34:11 
50010     2021-03-23 08:13:36 
50010     2021-03-23 11:16:47 
50010     2021-03-23 18:02:09 
50010     2021-03-23 18:58:39 
50010     2021-03-23 19:09:10 
50010     2021-03-24 10:17:49 
50010     2021-03-24 17:38:47 
50010     2021-03-25 10:37:14 
50010     2021-03-28 11:19:13 
50745     2021-03-22 13:07:32 
50745     2021-03-22 15:20:36 
50745     2021-03-28 09:31:47 
103024303 2021-03-22 12:57:44 
103024303 2021-03-23 11:33:06 
103024303 2021-03-23 11:47:08 
103024303 2021-03-23 13:35:44 
103024303 2021-03-23 13:40:02 
103024303 2021-03-27 11:34:26 
103024303 2021-03-27 16:25:41 
103024303 2021-03-28 11:03:50 
103024303 2021-03-28 12:05:45 
103025484 2021-03-25 15:46:55 
103025484 2021-03-27 13:15:25 
103025484 2021-03-27 13:18:03 
103025485 2021-03-28 11:29:44 
104000040 2021-03-22 08:51:12 
104000040 2021-03-22 10:43:21 
104000040 2021-03-22 18:11:56 
104000040 2021-03-23 08:56:41 
104000040 2021-03-24 08:47:30 
104000040 2021-03-24 10:54:05 
104000040 2021-03-25 09:04:21 
104000040 2021-03-25 17:52:05 
104000041 2021-03-27 13:48:40 
104000343 2021-03-23 15:15:26 
104000343 2021-03-25 16:59:23 
