UserID    Attendance date     
104000140 2021-04-11 08:08:03 
103000011 2021-04-11 07:57:35 
103000044 2021-04-11 07:22:46 
103000093 2021-04-11 07:49:44 
103000111 2021-04-11 07:58:42 
103000112 2021-04-11 07:44:34 
103000118 2021-04-11 07:59:59 
103000124 2021-04-11 07:59:27 
103000134 2021-04-11 07:45:48 
103000135 2021-04-11 08:01:44 
103000142 2021-04-11 07:57:41 
103000142 2021-04-11 07:58:11 
103000158 2021-04-11 07:58:19 
103000333 2021-04-11 07:39:09 
103000574 2021-04-11 07:50:47 
103000607 2021-04-11 07:17:28 
103000616 2021-04-11 07:54:54 
103000978 2021-04-11 07:30:53 
103001151 2021-04-11 07:43:50 
103001468 2021-04-11 07:38:25 
103001469 2021-04-11 07:46:08 
103001470 2021-04-11 08:01:32 
103001473 2021-04-11 07:59:17 
103001482 2021-04-11 08:01:36 
103001484 2021-04-11 07:42:52 
103001485 2021-04-11 07:54:13 
103001488 2021-04-11 07:45:42 
103001505 2021-04-11 07:44:44 
103001507 2021-04-11 07:31:25 
103001508 2021-04-11 07:53:49 
103001509 2021-04-11 07:34:53 
103002355 2021-04-11 07:36:35 
103002385 2021-04-11 07:43:07 
103002387 2021-04-11 07:42:53 
103002393 2021-04-11 07:46:41 
103002396 2021-04-11 07:41:58 
103002397 2021-04-11 07:38:46 
103002398 2021-04-11 07:44:15 
103002407 2021-04-11 07:40:04 
103002410 2021-04-11 07:43:44 
103002414 2021-04-11 07:41:34 
103002423 2021-04-11 07:39:17 
103002460 2021-04-11 07:44:24 
103002461 2021-04-11 07:43:27 
103002464 2021-04-11 07:43:19 
103002480 2021-04-11 07:26:39 
103002481 2021-04-11 07:43:25 
103002498 2021-04-11 07:42:20 
103002508 2021-04-11 07:43:35 
103002519 2021-04-11 07:38:32 
103002521 2021-04-11 07:49:35 
103002521 2021-04-11 07:56:12 
103002522 2021-04-11 07:55:00 
103003918 2021-04-11 07:52:02 
103003921 2021-04-11 07:27:20 
103003924 2021-04-11 07:55:30 
103003926 2021-04-11 07:45:00 
103003960 2021-04-11 07:59:31 
103003961 2021-04-11 07:42:21 
103003966 2021-04-11 07:39:31 
103003972 2021-04-11 07:39:37 
103003975 2021-04-11 07:36:31 
103003981 2021-04-11 07:51:06 
103003982 2021-04-11 07:39:52 
103003986 2021-04-11 07:47:02 
103003988 2021-04-11 07:57:47 
103003991 2021-04-11 07:22:14 
103003992 2021-04-11 07:28:34 
103003993 2021-04-11 07:42:07 
103003994 2021-04-11 07:31:48 
103003996 2021-04-11 07:42:11 
103003998 2021-04-11 07:47:13 
103003999 2021-04-11 07:37:16 
103004000 2021-04-11 07:34:22 
103004002 2021-04-11 07:37:25 
103004002 2021-04-11 07:37:34 
103004014 2021-04-11 07:54:45 
103004045 2021-04-11 07:22:06 
